symbol,symbol_era_id,resolution_status,resolution_disposition,evidence_tier,research_route,instrument_type,historical_issuer_name,event_type,event_date,successor,primary_source_url,secondary_source_url,source_note,resolver
OUSTW,OUSTW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root OUST,warrant_unit_right_terminal_action,20250930,,local:parent-root-current-evidence,,Local terminal disposition: OUSTW linked to parent/root symbol OUST with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PAVMW,PAVMW#004,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PAVM,warrant_unit_right_terminal_action,20220128,,local:parent-root-current-evidence,,Local terminal disposition: PAVMW linked to parent/root symbol PAVM with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PAVMW,PAVMW#003,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PAVM,warrant_unit_right_terminal_action,20171017,,local:parent-root-current-evidence,,Local terminal disposition: PAVMW linked to parent/root symbol PAVM with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PAVMW,PAVMW#002,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PAVM,warrant_unit_right_terminal_action,20170801,,local:parent-root-current-evidence,,Local terminal disposition: PAVMW linked to parent/root symbol PAVM with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PAVMW,PAVMW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PAVM,warrant_unit_right_terminal_action,20170110,,local:parent-root-current-evidence,,Local terminal disposition: PAVMW linked to parent/root symbol PAVM with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PAYOW,PAYOW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PAYO,warrant_unit_right_terminal_action,20240924,,local:parent-root-current-evidence,,Local terminal disposition: PAYOW linked to parent/root symbol PAYO with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PHIOW,PHIOW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PHIO,warrant_unit_right_terminal_action,20211221,,local:parent-root-current-evidence,,Local terminal disposition: PHIOW linked to parent/root symbol PHIO with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PHUNW,PHUNW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PHUN,warrant_unit_right_terminal_action,20231221,,local:parent-root-current-evidence,,Local terminal disposition: PHUNW linked to parent/root symbol PHUN with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PONOW,PONOW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PONO,warrant_unit_right_terminal_action,20230203,,local:parent-root-current-evidence,,Local terminal disposition: PONOW linked to parent/root symbol PONO with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
POWRU,POWRU#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_unit,Parent root POWR,warrant_unit_right_terminal_action,20230112,,local:parent-root-current-evidence,,Local terminal disposition: POWRU linked to parent/root symbol POWR with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
POWRW,POWRW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root POWR,warrant_unit_right_terminal_action,20230112,,local:parent-root-current-evidence,,Local terminal disposition: POWRW linked to parent/root symbol POWR with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
PRCHW,PRCHW#001,terminal_disposition,terminal_parent_security_linked,local_parent_root_evidence,warrant_unit_right_security_action,probable_warrant,Parent root PRCH,warrant_unit_right_terminal_action,20210416,,local:parent-root-current-evidence,,Local terminal disposition: PRCHW linked to parent/root symbol PRCH with current SEC/IEX evidence; does not assert standalone issuer proof.,parent_security_resolution_v1
